station,valid,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar,snowdepth
PAFA,2020-02-12 05:53,-15.00,-22.00,69.73,40.00,8.00,0.00,30.17,1023.70,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-33.78,PAFA 120553Z 04008KT 10SM CLR M26/M30 A3017 RMK AO2 SLP237 T12611300 11228 21267 56042,M
PAFA,2020-02-12 06:53,-16.10,-23.10,69.59,40.00,8.00,0.00,30.12,1022.20,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-35.14,PAFA 120653Z 04008KT 10SM CLR M27/M31 A3012 RMK AO2 SLP222 T12671306,M
PAFA,2020-02-12 07:53,-11.90,-20.00,66.25,20.00,10.00,0.00,30.09,1021.20,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-32.08,PAFA 120753Z 02010KT 10SM CLR M24/M29 A3009 RMK AO2 SLP212 T12441289,M
PAFA,2020-02-12 08:53,-13.00,-22.00,63.05,30.00,7.00,0.00,30.05,1019.40,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-30.07,PAFA 120853Z 03007KT 10SM CLR M25/M30 A3005 RMK AO2 SLP194 T12501300 412281372 58039,M
PAFA,2020-02-12 09:53,-18.90,-25.10,72.24,20.00,6.00,0.00,30.01,1018.30,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-35.77,PAFA 120953Z 02006KT 10SM CLR M28/M32 A3001 RMK AO2 SLP183 T12831317,M
PAFA,2020-02-12 10:53,-18.00,-24.00,73.12,30.00,5.00,0.00,29.97,1016.70,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-32.99,PAFA 121053Z 03005KT 10SM CLR M28/M31 A2997 RMK AO2 SLP167 T12781311,M
PAFA,2020-02-12 11:53,-23.10,-27.90,77.39,40.00,6.00,0.00,29.94,1015.70,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-40.83,PAFA 121153Z 04006KT 10SM CLR M31/M33 A2994 RMK AO2 SLP157 T13061333 11239 21306 56038,M
PAFA,2020-02-12 12:53,-20.00,-26.00,72.88,360.00,5.00,0.00,29.91,1014.90,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-35.36,PAFA 121253Z 36005KT 10SM CLR M29/M32 A2991 RMK AO2 SLP149 T12891322,M
PAFA,2020-02-12 13:53,-17.00,-23.10,72.86,30.00,5.00,0.00,29.86,1013.00,10.00,M,FEW,M,M,M,15000.00,M,M,M,M,M,M,M,M,M,M,-31.80,PAFA 121353Z 03005KT 10SM FEW150 M27/M31 A2986 RMK AO2 SLP130 T12721306,M
PAFA,2020-02-12 14:53,-13.00,-20.00,69.99,30.00,7.00,0.00,29.84,1012.20,10.00,M,FEW,FEW,M,M,15000.00,25000.00,M,M,M,M,M,M,M,M,M,-30.07,PAFA 121453Z 03007KT 10SM FEW150 FEW250 M25/M29 A2984 RMK AO2 SLP122 T12501289 58033,M
PAFA,2020-02-12 15:53,-9.90,-18.90,63.51,30.00,9.00,0.00,29.82,1011.40,10.00,M,BKN,M,M,M,22000.00,M,M,M,M,M,M,M,M,M,M,-28.59,PAFA 121553Z 03009KT 10SM BKN220 M23/M28 A2982 RMK AO2 SLP114 T12331283,M
PAFA,2020-02-12 16:53,-8.00,-17.00,63.79,30.00,9.00,0.00,29.78,1010.30,10.00,M,BKN,M,M,M,20000.00,M,M,M,M,M,M,M,M,M,M,-26.22,PAFA 121653Z 03009KT 10SM BKN200 M22/M27 A2978 RMK AO2 SLP103 T12221272,M
PAFA,2020-02-12 17:53,-5.00,-15.00,61.36,350.00,6.00,0.00,29.77,1009.80,10.00,M,OVC,M,M,M,17000.00,M,M,M,M,M,M,M,M,M,M,-19.15,PAFA 121753Z 35006KT 10SM OVC170 M21/M26 A2977 RMK AO2 SLP098 T12061261 11206 21306 56022,M
PAFA,2020-02-12 18:53,-5.00,-15.00,61.36,360.00,7.00,0.00,29.75,1009.10,10.00,M,OVC,M,M,M,16000.00,M,M,M,M,M,M,M,M,M,M,-20.44,PAFA 121853Z 36007KT 10SM OVC160 M21/M26 A2975 RMK AO2 SLP091 T12061261,M
PAFA,2020-02-12 19:53,-3.00,-14.10,57.80,360.00,8.00,0.00,29.76,1009.30,10.00,M,OVC,M,M,M,15000.00,M,M,M,M,M,M,M,M,M,M,-18.88,PAFA 121953Z 36008KT 10SM OVC150 M19/M26 A2976 RMK AO2 SLP093 T11941256,M
PAFA,2020-02-12 20:53,-3.00,-13.00,61.08,360.00,7.00,0.00,29.75,1009.10,10.00,M,OVC,M,M,M,14000.00,M,M,M,M,M,M,M,M,M,M,-17.76,PAFA 122053Z 36007KT 10SM OVC140 M19/M25 A2975 RMK AO2 SLP091 T11941250 56007,M
PAFA,2020-02-12 21:53,-2.00,-11.90,61.83,350.00,5.00,0.00,29.74,1008.80,10.00,M,OVC,M,M,M,14000.00,M,M,M,M,M,M,M,M,M,M,-13.98,PAFA 122153Z 35005KT 10SM OVC140 M19/M24 A2974 RMK AO2 SLP088 T11891244,M
PAFA,2020-02-12 22:53,0.00,-11.00,58.84,350.00,5.00,0.00,29.74,1008.80,10.00,M,OVC,M,M,M,12000.00,M,M,M,M,M,M,M,M,M,M,-11.61,PAFA 122253Z 35005KT 10SM OVC120 M18/M24 A2974 RMK AO2 SLP088 T11781239,M
PAFA,2020-02-12 23:53,-5.00,-11.00,74.97,200.00,6.00,0.00,29.73,1008.70,10.00,M,OVC,M,M,M,12000.00,M,M,M,M,M,M,M,M,M,M,-19.15,PAFA 122353Z 20006KT 10SM OVC120 M21/M24 A2973 RMK AO2 SLP087 T12061239 11178 21206 56005,M
PAFA,2020-02-13 00:53,-7.00,-14.10,70.73,210.00,5.00,0.00,29.75,1009.30,10.00,M,BKN,M,M,M,12000.00,M,M,M,M,M,M,M,M,M,M,-20.04,PAFA 130053Z 21005KT 10SM BKN120 M22/M26 A2975 RMK AO2 SLP093 T12171256,M
PAFA,2020-02-13 01:53,-9.00,-16.10,70.14,210.00,4.00,0.00,29.76,1009.60,10.00,M,BKN,M,M,M,12000.00,M,M,M,M,M,M,M,M,M,M,-20.46,PAFA 130153Z 21004KT 10SM BKN120 M23/M27 A2976 RMK AO2 SLP096 T12281267,M
PAFA,2020-02-13 02:53,-11.00,-18.00,70.24,200.00,6.00,0.00,29.78,1010.30,10.00,M,BKN,BKN,M,M,12000.00,20000.00,M,M,M,M,M,M,M,M,M,-26.26,PAFA 130253Z 20006KT 10SM BKN120 BKN200 M24/M28 A2978 RMK AO2 SLP103 T12391278 53016,M
PAFA,2020-02-13 03:53,-13.00,-20.00,69.99,210.00,7.00,0.00,29.82,1011.50,10.00,M,SCT,BKN,M,M,12000.00,20000.00,M,M,M,M,M,M,M,M,M,-30.07,PAFA 130353Z 21007KT 10SM SCT120 BKN200 M25/M29 A2982 RMK AO2 SLP115 T12501289,M
PAFA,2020-02-13 04:53,-15.00,-22.00,69.73,200.00,4.00,0.00,29.86,1013.00,10.00,M,FEW,BKN,M,M,12000.00,18000.00,M,M,M,M,M,M,M,M,M,-27.46,PAFA 130453Z 20004KT 10SM FEW120 BKN180 M26/M30 A2986 RMK AO2 SLP130 T12611300,M
PAFA,2020-02-13 05:53,-17.00,-23.10,72.86,200.00,5.00,0.00,29.89,1014.10,10.00,M,SCT,M,M,M,20000.00,M,M,M,M,M,M,M,M,M,M,-31.80,PAFA 130553Z 20005KT 10SM SCT200 M27/M31 A2989 RMK AO2 SLP141 T12721306 11206 21272 51038,M
PAFA,2020-02-13 06:53,-18.00,-25.10,68.97,200.00,3.00,0.00,29.93,1015.20,10.00,M,SCT,M,M,M,20000.00,M,M,M,M,M,M,M,M,M,M,-28.47,PAFA 130653Z 20003KT 10SM SCT200 M28/M32 A2993 RMK AO2 SLP152 T12781317,M
PAFA,2020-02-13 07:53,-23.10,-27.90,77.39,0.00,0.00,0.00,29.97,1016.60,10.00,M,SCT,M,M,M,20000.00,M,M,M,M,M,M,M,M,M,M,-23.10,PAFA 130753Z 00000KT 10SM SCT200 M31/M33 A2997 RMK AO2 SLP166 T13061333,M
PAFA,2020-02-13 08:53,-25.10,-29.90,77.18,0.00,0.00,0.00,29.99,1017.60,10.00,M,FEW,SCT,M,M,700.00,20000.00,M,M,M,M,M,M,M,M,M,-25.10,PAFA 130853Z 00000KT 10SM FEW007 SCT200 M32/M34 A2999 RMK AO2 SLP176 FEW007 IS PWR PLNT PLUME T13171344 411781322 51033,M
PAFA,2020-02-13 09:53,-27.00,-29.90,85.44,0.00,0.00,0.00,30.04,1019.10,10.00,M,SCT,M,M,M,20000.00,M,M,M,M,M,M,M,M,M,M,-27.00,PAFA 130953Z 00000KT 10SM SCT200 M33/M34 A3004 RMK AO2 SLP191 T13281344,M
PAFA,2020-02-13 10:53,-27.00,-33.00,72.02,0.00,0.00,0.00,30.08,1020.40,10.00,M,SCT,M,M,M,20000.00,M,M,M,M,M,M,M,M,M,M,-27.00,PAFA 131053Z 00000KT 10SM SCT200 M33/M36 A3008 RMK AO2 SLP204 T13281361,M
PAFA,2020-02-13 11:53,-29.00,-34.00,75.48,0.00,0.00,0.00,30.12,1021.80,10.00,M,FEW,M,M,M,20000.00,M,M,M,M,M,M,M,M,M,M,-29.00,PAFA 131153Z 00000KT 10SM FEW200 M34/M37 A3012 RMK AO2 SLP218 T13391367 11272 21344 51041,M
PAFA,2020-02-13 12:53,-29.90,M,M,0.00,0.00,0.00,30.14,1022.70,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,PAFA 131253Z 00000KT 10SM CLR M34/ A3014 RMK AO2 SLP227 T1344,M
PAFA,2020-02-13 13:53,-32.00,M,M,0.00,0.00,0.00,30.17,1023.70,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,PAFA 131353Z 00000KT 10SM CLR M36/ A3017 RMK AO2 SLP237 T1356,M
PAFA,2020-02-13 14:53,-33.00,M,M,0.00,0.00,0.00,30.20,1024.60,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,PAFA 131453Z 00000KT 10SM CLR M36/ A3020 RMK AO2 SLP246 T1361 53026,M
PAFA,2020-02-13 15:53,-33.00,M,M,0.00,0.00,0.00,30.21,1025.30,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,PAFA 131553Z 00000KT 10SM CLR M36/ A3021 RMK AO2 SLP253 T1361,M
PAFA,2020-02-13 16:53,-33.00,M,M,0.00,0.00,0.00,30.22,1025.60,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,PAFA 131653Z 00000KT 10SM CLR M36/ A3022 RMK AO2 SLP256 T1361,M
PAFA,2020-02-13 17:53,-33.00,M,M,0.00,0.00,0.00,30.23,1025.90,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,PAFA 131753Z 00000KT 10SM CLR M36/ A3023 RMK AO2 SLP259 T1361 11339 21394 51012,M
PAFA,2020-02-13 18:53,-33.00,M,M,10.00,3.00,0.00,30.24,1026.10,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,PAFA 131853Z 01003KT 10SM CLR M36/ A3024 RMK AO2 SLP261 T1361,M
PAFA,2020-02-13 19:53,-29.00,-35.00,71.77,0.00,0.00,0.00,30.25,1026.60,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-29.00,PAFA 131953Z 00000KT 10SM CLR M34/M37 A3025 RMK AO2 SLP266 T13391372,M
PAFA,2020-02-13 20:53,-26.00,-32.00,71.75,0.00,0.00,0.00,30.25,1026.50,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-26.00,PAFA 132053Z 00000KT 10SM CLR M32/M36 A3025 RMK AO2 SLP265 T13221356 51006,M
PAFA,2020-02-13 21:53,-20.90,-27.90,68.95,0.00,0.00,0.00,30.24,1026.30,10.00,M,FEW,M,M,M,1400.00,M,M,M,M,M,M,M,M,M,M,-20.90,PAFA 132153Z 00000KT 10SM FEW014 M29/M33 A3024 RMK AO2 SLP263 T12941333,M
PAFA,2020-02-13 22:53,-17.00,-25.10,65.53,0.00,0.00,0.00,30.24,1026.20,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-17.00,PAFA 132253Z 00000KT 10SM CLR M27/M32 A3024 RMK AO2 SLP262 T12721317,M
PAFA,2020-02-13 23:53,-18.90,-27.00,65.25,20.00,3.00,0.00,30.23,1025.90,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-29.50,PAFA 132353Z 02003KT 10SM CLR M28/M33 A3023 RMK AO2 SLP259 T12831328 11272 21383 58006,M
PAFA,2020-02-14 00:53,-20.00,-27.00,69.07,40.00,4.00,0.00,30.22,1025.60,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-33.30,PAFA 140053Z 04004KT 10SM CLR M29/M33 A3022 RMK AO2 SLP256 T12891328,M
PAFA,2020-02-14 01:53,-22.00,-29.00,68.80,40.00,3.00,0.00,30.21,1025.20,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-33.04,PAFA 140153Z 04003KT 10SM CLR M30/M34 A3021 RMK AO2 SLP252 T13001339,M
PAFA,2020-02-14 02:53,-27.00,-31.00,80.44,0.00,0.00,0.00,30.18,1024.40,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-27.00,PAFA 140253Z 00000KT 10SM CLR M33/M35 A3018 RMK AO2 SLP244 T13281350 58017,M
PAFA,2020-02-14 03:53,-27.90,-31.00,84.45,40.00,4.00,0.00,30.16,1023.90,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-42.53,PAFA 140353Z 04004KT 10SM CLR M33/M35 A3016 RMK AO2 SLP239 T13331350,M
PAFA,2020-02-14 04:53,-29.00,-34.00,75.48,50.00,4.00,0.00,30.16,1023.80,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-43.81,PAFA 140453Z 05004KT 10SM CLR M34/M37 A3016 RMK AO2 SLP238 T13391367,M
PAFA,2020-02-14 05:53,-31.00,M,M,60.00,5.00,0.00,30.14,1023.00,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,PAFA 140553Z 06005KT 10SM CLR M35/ A3014 RMK AO2 SLP230 T1350 11272 21361 58015,M
PAFA,2020-02-14 06:53,-31.00,M,M,50.00,3.00,0.00,30.12,1022.50,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,PAFA 140653Z 05003KT 10SM CLR M35/ A3012 RMK AO2 SLP225 T1350,M
PAFA,2020-02-14 07:53,-31.00,M,M,160.00,3.00,0.00,30.11,1022.00,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,PAFA 140753Z 16003KT 10SM CLR M35/ A3011 RMK AO2 SLP220 T1350,M
PAFA,2020-02-14 08:53,-31.00,M,M,0.00,0.00,0.00,30.10,1021.70,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,PAFA 140853Z 00000KT 10SM CLR M35/ A3010 RMK AO2 SLP217 T1350 412721394 56011,M
PAFA,2020-02-14 09:53,-29.90,M,M,70.00,4.00,0.00,30.08,1020.70,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,PAFA 140953Z 07004KT 10SM CLR M34/ A3008 RMK AO2 SLP207 T1344,M
PAFA,2020-02-14 10:53,-33.00,M,M,0.00,0.00,0.00,30.07,1020.50,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,PAFA 141053Z 00000KT 10SM CLR M36/ A3007 RMK AO2 SLP205 T1361,M
PAFA,2020-02-14 11:53,-34.00,M,M,0.00,0.00,0.00,30.06,1020.20,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,PAFA 141153Z 00000KT 10SM CLR M37/ A3006 RMK AO2 SLP202 T1367 11328 21378 56015,M
PAFA,2020-02-14 12:53,-35.00,M,M,0.00,0.00,0.00,30.04,1019.50,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,PAFA 141253Z 00000KT 10SM CLR M37/ A3004 RMK AO2 SLP195 T1372,M
PAFA,2020-02-14 13:53,-36.00,M,M,0.00,0.00,0.00,30.02,1019.00,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,PAFA 141353Z 00000KT 10SM CLR M38/ A3002 RMK AO2 SLP190 T1378,M
PAFA,2020-02-14 14:53,-37.00,M,M,0.00,0.00,0.00,30.01,1018.70,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,PAFA 141453Z 00000KT 10SM CLR M38/ A3001 RMK AO2 SLP187 T1383 56016,M
PAFA,2020-02-14 15:53,-41.00,M,M,360.00,3.00,0.00,30.00,1018.20,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,PAFA 141553Z 36003KT 10SM CLR M41/ A3000 RMK AO2 SLP182 T1406,M
PAFA,2020-02-14 16:53,-39.00,M,M,0.00,0.00,0.00,29.98,1017.80,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,PAFA 141653Z 00000KT 10SM CLR M39/ A2998 RMK AO2 SLP178 T1394,M
PAFA,2020-02-14 17:53,-39.00,M,M,180.00,3.00,0.00,29.98,1017.80,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,PAFA 141753Z 18003KT 10SM CLR M39/ A2998 RMK AO2 SLP178 T1394 11367 21411 56010,M
PAFA,2020-02-14 18:53,-36.00,M,M,0.00,0.00,0.00,29.98,1017.70,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,PAFA 141853Z 00000KT 10SM CLR M38/ A2998 RMK AO2 SLP177 T1378,M
PAFA,2020-02-14 19:53,-29.90,M,M,0.00,0.00,0.00,29.96,1017.10,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,PAFA 141953Z 00000KT 10SM CLR M34/ A2996 RMK AO2 SLP171 T1344,M
PAFA,2020-02-14 20:53,-27.00,-34.00,67.74,0.00,0.00,0.00,29.96,1016.90,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-27.00,PAFA 142053Z 00000KT 10SM CLR M33/M37 A2996 RMK AO2 SLP169 T13281367 58007,M
PAFA,2020-02-14 21:53,-18.90,-27.00,65.25,30.00,6.00,0.00,29.95,1016.40,10.00,M,FEW,M,M,M,20000.00,M,M,M,M,M,M,M,M,M,M,-35.77,PAFA 142153Z 03006KT 10SM FEW200 M28/M33 A2995 RMK AO2 SLP164 T12831328,M
PAFA,2020-02-14 22:53,-14.10,-22.00,66.64,50.00,3.00,0.00,29.94,1016.00,10.00,M,FEW,M,M,M,20000.00,M,M,M,M,M,M,M,M,M,M,-24.01,PAFA 142253Z 05003KT 10SM FEW200 M26/M30 A2994 RMK AO2 SLP160 T12561300,M
PAFA,2020-02-14 23:53,-16.10,-22.00,73.73,360.00,3.00,0.00,29.93,1015.80,10.00,M,FEW,M,M,M,20000.00,M,M,M,M,M,M,M,M,M,M,-26.30,PAFA 142353Z 36003KT 10SM FEW200 M27/M30 A2993 RMK AO2 SLP158 T12671300 11239 21394 56009,M
PAFA,2020-02-15 00:53,-16.10,-24.00,66.36,20.00,5.00,0.00,29.92,1015.50,10.00,M,FEW,M,M,M,20000.00,M,M,M,M,M,M,M,M,M,M,-30.73,PAFA 150053Z 02005KT 10SM FEW200 M27/M31 A2992 RMK AO2 SLP155 T12671311,M
PAFA,2020-02-15 01:53,-16.10,-22.00,73.73,20.00,6.00,0.00,29.91,1015.30,10.00,M,FEW,M,M,M,20000.00,M,M,M,M,M,M,M,M,M,M,-32.40,PAFA 150153Z 02006KT 10SM FEW200 M27/M30 A2991 RMK AO2 SLP153 T12671300,M
PAFA,2020-02-15 02:53,-20.90,-25.10,80.14,30.00,5.00,0.00,29.91,1015.00,10.00,M,FEW,M,M,M,20000.00,M,M,M,M,M,M,M,M,M,M,-36.43,PAFA 150253Z 03005KT 10SM FEW200 M29/M32 A2991 RMK AO2 SLP150 T12941317 56009,M
PAFA,2020-02-15 03:53,-23.10,-27.00,81.24,40.00,5.00,0.00,29.91,1015.20,10.00,M,FEW,M,M,M,20000.00,M,M,M,M,M,M,M,M,M,M,-39.04,PAFA 150353Z 04005KT 10SM FEW200 M31/M33 A2991 RMK AO2 SLP152 T13061328,M
PAFA,2020-02-15 04:53,-27.00,-31.00,80.44,40.00,7.00,0.00,29.92,1015.50,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-47.14,PAFA 150453Z 04007KT 10SM CLR M33/M35 A2992 RMK AO2 SLP155 T13281350,M
PAFA,2020-02-15 05:53,-27.90,-33.00,75.61,30.00,4.00,0.00,29.91,1015.30,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-42.53,PAFA 150553Z 03004KT 10SM CLR M33/M36 A2991 RMK AO2 SLP153 T13331361 11239 21350 50001,M
PAFA,2020-02-15 06:53,-32.00,M,M,20.00,8.00,0.00,29.91,1015.30,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,PAFA 150653Z 02008KT 10SM CLR M36/ A2991 RMK AO2 SLP153 T1356,M
PAFA,2020-02-15 07:53,-29.90,M,M,40.00,7.00,0.00,29.91,1015.00,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,PAFA 150753Z 04007KT 10SM CLR M34/ A2991 RMK AO2 SLP150 T1344,M
PAFA,2020-02-15 08:53,-29.00,-35.00,71.77,10.00,4.00,0.00,29.91,1015.10,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-43.81,PAFA 150853Z 01004KT 10SM CLR M34/M37 A2991 RMK AO2 SLP151 T13391372 412391411 55001,M
PAFA,2020-02-15 09:53,-31.00,M,M,40.00,4.00,0.00,29.91,1014.90,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,PAFA 150953Z 04004KT 10SM CLR M35/ A2991 RMK AO2 SLP149 T1350,M
PAFA,2020-02-15 10:53,-33.00,M,M,360.00,3.00,0.00,29.91,1015.00,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,PAFA 151053Z 36003KT 10SM CLR M36/ A2991 RMK AO2 SLP150 T1361,M
PAFA,2020-02-15 11:53,-35.00,M,M,0.00,0.00,0.00,29.91,1015.00,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,PAFA 151153Z 00000KT 10SM CLR M37/ A2991 RMK AO2 SLP150 T1372 11322 21372 55000,M
PAFA,2020-02-15 12:53,-36.00,M,M,0.00,0.00,0.00,29.90,1014.90,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,PAFA 151253Z 00000KT 10SM CLR M38/ A2990 RMK AO2 SLP149 T1378,M
PAFA,2020-02-15 13:53,-35.00,M,M,0.00,0.00,0.00,29.90,1014.70,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,PAFA 151353Z 00000KT 10SM CLR M37/ A2990 RMK AO2 SLP147 T1372,M
PAFA,2020-02-15 14:53,-36.00,M,M,30.00,6.00,0.00,29.90,1014.90,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,PAFA 151453Z 03006KT 10SM CLR M38/ A2990 RMK AO2 SLP149 T1378 55002,M
PAFA,2020-02-15 15:53,-36.00,M,M,30.00,3.00,0.00,29.90,1014.70,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,PAFA 151553Z 03003KT 10SM CLR M38/ A2990 RMK AO2 SLP147 T1378,M
PAFA,2020-02-15 16:53,-36.00,M,M,30.00,5.00,0.00,29.90,1014.90,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,PAFA 151653Z 03005KT 10SM CLR M38/ A2990 RMK AO2 SLP149 T1378,M
PAFA,2020-02-15 17:53,-33.00,M,M,30.00,4.00,0.00,29.91,1015.20,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,PAFA 151753Z 03004KT 10SM CLR M36/ A2991 RMK AO2 SLP152 T1361 11339 21383 53002,M
PAFA,2020-02-15 18:53,-32.00,M,M,40.00,5.00,0.00,29.92,1015.50,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,PAFA 151853Z 04005KT 10SM CLR M36/ A2992 RMK AO2 SLP155 T1356,M
PAFA,2020-02-15 19:53,-29.00,-34.00,75.48,40.00,4.00,0.00,29.92,1015.50,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-43.81,PAFA 151953Z 04004KT 10SM CLR M34/M37 A2992 RMK AO2 SLP155 T13391367,M
PAFA,2020-02-15 20:53,-24.00,-31.00,68.53,30.00,5.00,0.00,29.93,1015.70,10.00,M,FEW,M,M,M,4000.00,M,M,M,M,M,M,M,M,M,M,-40.11,PAFA 152053Z 03005KT 10SM FEW040 M31/M35 A2993 RMK AO2 SLP157 T13111350 51006,M
PAFA,2020-02-15 21:53,-15.00,-24.00,62.75,20.00,5.00,0.00,29.93,1015.60,10.00,M,FEW,M,M,M,4500.00,M,M,M,M,M,M,M,M,M,M,-29.42,PAFA 152153Z 02005KT 10SM FEW045 M26/M31 A2993 RMK AO2 SLP156 T12611311,M
PAFA,2020-02-15 22:53,-14.10,-22.00,66.64,20.00,4.00,0.00,29.92,1015.40,10.00,M,FEW,M,M,M,4500.00,M,M,M,M,M,M,M,M,M,M,-26.41,PAFA 152253Z 02004KT 10SM FEW045 M26/M30 A2992 RMK AO2 SLP154 T12561300,M
PAFA,2020-02-15 23:53,-11.90,-20.90,63.22,30.00,3.00,0.00,29.92,1015.40,10.00,M,FEW,M,M,M,9500.00,M,M,M,M,M,M,M,M,M,M,-21.50,PAFA 152353Z 03003KT 10SM FEW095 M24/M29 A2992 RMK AO2 SLP154 T12441294 11239 21378 57001,M
PAFA,2020-02-16 00:53,-14.10,-23.10,62.89,10.00,3.00,0.00,29.92,1015.50,10.00,M,FEW,M,M,M,9500.00,M,M,M,M,M,M,M,M,M,M,-24.01,PAFA 160053Z 01003KT 10SM FEW095 M26/M31 A2992 RMK AO2 SLP155 T12561306,M
PAFA,2020-02-16 01:53,-14.10,-23.10,62.89,0.00,0.00,0.00,29.93,1015.60,10.00,M,FEW,FEW,M,M,5000.00,9500.00,M,M,M,M,M,M,M,M,M,-14.10,PAFA 160153Z 00000KT 10SM FEW050 FEW095 M26/M31 A2993 RMK AO2 SLP156 T12561306,M
PAFA,2020-02-16 02:53,-26.00,-29.90,80.98,0.00,0.00,0.00,29.94,1016.10,10.00,M,FEW,SCT,M,M,5000.00,10000.00,M,M,M,M,M,M,M,M,M,-26.00,PAFA 160253Z 00000KT 10SM FEW050 SCT100 M32/M34 A2994 RMK AO2 SLP161 T13221344 53005,M
PAFA,2020-02-16 03:53,-27.90,-31.00,84.45,20.00,3.00,0.00,29.95,1016.60,10.00,M,FEW,SCT,M,M,5000.00,10000.00,M,M,M,M,M,M,M,M,M,-39.79,PAFA 160353Z 02003KT 10SM FEW050 SCT100 M33/M35 A2995 RMK AO2 SLP166 T13331350,M
